PLANTID,TÊN KHOA HỌC,TÊN GỌI,QUY CÁCH SẢN PHẨM,ĐỘ KHÓ,YÊU CẦU ÁNH SÁNG,NHU CẦU NƯỚC,KÍCH THƯỚC CÂY,LOẠI HẠT,CHẤT LIỆU CHẬU,MÀU SẮC,ĐỘ PH CỦA ĐẤT,LỌC KHÔNG KHÍ,TƯỚI NƯỚC
CCNPLT0442,Radermachera Sinica,Cây hạnh phúc,"• Kích thước chậu: 18x18cm (DxC)
• Chiều cao 30 – 40cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Tưới nước, 3 – 4 lần/tuần",,,,,,,
CCNPLT0443,Thaumatophyllum bipinnatifidum,Cây trầu bà thanh xuân / Cây trầu bà tay Phật,Chiều cao tổng 50 – 60cm,Dễ chăm sóc,Nắng tán xạ / Bóng râm,"Ít tưới nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0444,Pachira aquatica,Cây kim ngân,Chiều cao 50 cm,Dễ chăm sóc,Ánh sáng tán xạ; Nắng trực tiếp,Vừa phải (2 lần/tuần),,,,,,,
CCNPLT0445,Aglaonema Diamond Bay,"Cây hoàng hậu, cây thanh ngân",Chiều cao: 30-40cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0446,Zamioculcas Zamiifolia,Cây kim tiền,"Chiều cao cây: 30x27cm
Chiều cao tổng: 90~100 cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0447,Aglaonema Marantifolium,Ngân hậu; Minh Ty Rằn,Cao 30 – 40 cm,Dễ chăm sóc,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0448,Philodendron Imperial Golden,Cây trầu bà đế vương vàng,"• Kích thước chậu: 22×24 (DxC)
• Chiều cao tổng: 40 – 45cm",Dễ chăm sóc,Nắng tán xạ / Bóng râm,Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0449,Sansevieria trifasciata Black Diamond,Lưỡi hổ Thái kim cương đen,Cao 20 – 25 cm,Dễ chăm sóc,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0450,Sansevireria Cylindrica,Ngà voi,Cao 20 – 25 cm,Dễ chăm sóc,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0451,Calathea burle-marxii,Đuôi công xương cá,Chiều cao: 45cm – Tán: 25cm,Dễ chăm sóc,Ánh sáng tán xạ; Chịu được khuất sáng,Tưới nước 5 – 6 lần/tuần,,,,,,,
CCNPLT0452,Christia Obcordata,Cánh bướm xanh,Cao 20 – 30 cm,Dễ chăm sóc,Nắng tán xạ.,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0453,Philodendron Birkin,Trầu bà đế vương kim cương,Cao 30 – 40 cm,Dễ chăm sóc,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0454,Begonia ice storm,Thu hải đường,Cao 20 – 30 cm,Dễ chăm sóc,Nắng tán xạ.,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0455,Dieffenbachia ‘Tropic Snow’,Vạn niên thanh,Chiều cao: 80 – 100 cm,Dễ chăm sóc,Ánh sáng tán xạ; Chịu được khuất sáng,Tưới nước 3 – 4 lần/tuần,,,,,,,
CCNPLT0456,Alocasia Micholitziana Frydek,Môn nhung,Cao 40 – 60 cm,Dễ chăm sóc,Nắng tán xạ.,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0457,Dracaena fragrans,Cây phát tài đài loan,"• Kích thước chậu: 20×18 cm (DxC)
• Chiều cao tổng 30 – 35 cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp",Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0458,Zamioculcas Zamiifolia,Cây kim tiền / Kim phát tài,"Kích thước chậu: 42×42 cm
Chiều cao tổng: 90 ~ 110 cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0459,Radermachera Sinica,Cây hạnh phúc,"• Kích thước chậu: 40×60 (phủ bì)
• Kích thước tổng: 150 – 160 cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp",Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0460,Aglaonema modestum Engl,Thanh tâm,Cao 40 – 50 cm,Dễ chăm sóc,Nắng tán xạ.,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0461,Philodenron Billietiae,Hồng hạc cam,Lá lớn nhất 40 – 45cm ; 6 – 8 lá,Dễ chăm sóc,Nắng tán xạ.,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0462,Aglaonema Pseudobracteatum,Bạch mã hoàng tử,Cao 60-80 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0463,Chlorophytum laxum,Cây cỏ lan chi / cây dây nhện,,Rất dễ chăm sóc,Nắng tán xạ / Chịu râm mát,Tưới nước 2 – 3 lần/tuần,Chiều cao 30 – 40 cm,,,,,,
CCNPLT0464,Aglaonema Lady Valentine,Cây vạn lộc,"• Kích thước chậu: 12x12cm (DxC)
• Chiều cao tổng 20 – 30 cm",Rất dễ chăm sóc,Nắng tán xạ / Chịu râm mát,Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0465,Epipremnum aureum,Trầu bà xanh,Cao 30-40cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0466,Scheffera Octophylla,Ngũ gia bì,Chiều cao 20 – 30 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0467,Philodenron Billietiae,Hồng hạc cam,Lá lớn nhất 45 – 50cm ; 10 – 12 lá,Dễ chăm sóc,Nắng tán xạ.,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0468,Lonicera periclymenum,Cây kim ngân,Cao 30 – 40 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0469,Aglaonema ‘Siam Aurora’,Cây Phú Quý,Chiều cao: 45cm,Dễ chăm sóc,Ánh sáng tán xạ; Chịu được khuất sáng,Vừa phải (2 lần/tuần),,,,,,,
CCNPLT0470,Monstera Deliciousa,Trầu bà lá xẻ,Cao 80 – 100 cm,Dễ chăm sóc,Nắng tán xạ.,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0471,Dracaena reflexa,Trúc bách hợp,Cao 80-100cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0472,Monstera Deliciousa,Trầu bà lá xẻ,Cao 80 – 100 cm,Dễ chăm sóc,Nắng tán xạ.,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0473,Aglaonema Snow White,Cây ngọc ngân,Cao 30 – 40 cm,Rất dễ chăm sóc,Nắng tán xạ,Tưới nước 1-2 lần/ tuần,,,,,,,
CCNPLT0474,Anthurium Crystallinum,Hồng môn lá tim,Cao 20 – 30 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0475,Aglaonema Snow White,Cây ngọc ngân,Cao 30 – 40 cm,Rất dễ chăm sóc,Nắng tán xạ,Tưới nước 1-2 lần/ tuần,,,,,,,
CCNPLT0476,Thaumatophyllum bipinnatifidum,Cây trầu bà thanh xuân / Cây trầu bà tay Phật,Chiều cao tổng 100 – 120cm,Dễ chăm sóc,Nắng tán xạ / Bóng râm,Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0477,Calathea Vittata,Đuôi công sọc,Cao 35 – 45 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0478,Thaumatophyllum bipinnatifidum,Cây trầu bà thanh xuân / Cây trầu bà tay Phật,Chiều cao 80 – 100cm bao gồm chậu,Dễ chăm sóc,Nắng tán xạ / Bóng râm,"Ít tưới nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0479,Alocasia Baginda Silver Dragon,"• Môn Rồng Bạc
• Alocasia Baginda
• Silver Dragon",,Trung Bình,"• Ánh sáng tán xạ
• Tránh ánh nắng trực tiếp","• Vừa phải, 2 – 3 lần/tuần
• Đất trồng thông thoáng",,,,,,,
CCNPLT0480,Ficus elastica,Đa búp đỏ,Chiều cao 40 – 50cm,Rất dễ chăm sóc,Ánh sáng tán xạ; Bóng râm,"Vừa phải, 2 – 3 lần/tuần",,,,,,,
CCNPLT0481,Dieffenbachia Camille,Sao sáng,Cao: 45cm – 55cm,Dễ chăm sóc,Ánh sáng tán xạ; Chịu được khuất sáng,Vừa phải (2 lần/tuần),,,,,,,
CCNPLT0482,Aglaonema ‘Siam Aurora’,Cây Phú Quý,Chiều cao: 45cm,Dễ chăm sóc,Ánh sáng tán xạ; Chịu được khuất sáng,Vừa phải (2 lần/tuần),,,,,,,
CCNPLT0483,Scheffera Octophylla,Ngũ gia bì cẩm thạch,Chiều cao 40 – 50 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0484,Zamioculcas Zamiifolia,Cây kim tiền / Kim phát tài,"Kích thước chậu: 30×60
Chiều cao tổng: 90 ~ 100 cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp",Tưới nước 2 lần/tuần,,,,,,,
CCNPLT0485,Calathea bachemiana,Đuôi công lá tím,Cao 35 – 50 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0486,Cupressus Macrocarpa,Tùng thơm,Cao 60-80 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0487,Calathea Orbifolia,Đuôi công táo xanh,Cao 35 – 45 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0488,:Dracaena fragrans,Cây phát tài đài loan,Cao 120 – 150 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0489,Monstera Adansonii,Trầu bà lỗ,Cao 60 – 80 cm,Dễ chăm sóc,Nắng tán xạ.,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0490,Ficus lyrata,Cây bàng Singapore,"Kích thước chậu: 42×35 cm (DxC)
Chiều cao 180 – 220 cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0491,Leucophyllum frutescens,Tuyết sơn phi hồng,Cao 80 – 100 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0492,Bucida sp.variegata,Bàng cẩm thạch,Cao 70 – 80 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0493,Dracaena Draco L,Đại lộc,Cao 150 – 170 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0494,Sansevieria trifasciata Moonshine,Lưỡi hổ bạc,Cao 20 – 30 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0495,Spathiphyllum Wallisii,Lan ý,Cao 30 – 40 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0496,Adiantum cadatum,Tóc thần vệ nữ,Cao 40 – 50 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0497,Ficus lyrata,Cây bàng Singapore,"Kích thước chậu: 30×30 cm (DxC)
Chiều cao tổng: 140 – 150 cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0498,Epipremnum aureum,Trầu bà xanh,Cao 140 – 160 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0499,Bucida sp.variegata,Bàng cẩm thạch,Cao 70 – 80 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0500,Dracaena draco L,Phát tài núi,Cao 100 – 120 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0501,Asplenium antiquum,Tổ yến,Cao 30 – 40 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0502,Rosmarinus Officinalis,Hương thảo,Cao 30 – 40 cm,Dễ chăm sóc,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0503,Caladium White Christmas,Môn giáng sinh trắng,Cao 50 – 70 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0504,Zamioculcas Zamiifolia,Cây kim tiền / Kim phát tài,"Kích thước chậu: 35×40 cm (DxC)
Chiều cao tổng: 90 ~ 100 cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0505,Philodendron Imperial Red,Cây trầu bà đế vương,Chiều cao: 45cm – Tán: 55cm,Dễ chăm sóc,Ánh sáng tán xạ mạnh,Vừa phải (2 lần/tuần),,,,,,,
CCNPLT0506,Caladium humboldtii,Cây môn trắng,Chiều cao: 15cm – Tán: 15cm,Dễ chăm sóc,Ánh sáng tán xạ mạnh,Vừa phải (2 lần/tuần),,,,,,,
CCNPLT0507,Asplenium nidus,Ráng ổ phụng,Chiều cao: 35cm – Tán: 25cm,Dễ chăm sóc,Ánh sáng tán xạ; Chịu được khuất sáng,Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0508,Philodendron Imperial Red,Đế vương đỏ,Cao 80 – 120 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0509,Sansevieria Trifasciata,Lưỡi hổ,Cao 80 – 100 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0510,Zamioculcas zamiifolia,Cây kim tiền / Kim phát tài,"Kích thước chậu: 37×50
Chiều cao tổng: 90 ~ 100 cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0511,Pachira aquatica,Cây kim ngân,"• Kích thước chậu:
• Chiều cao tổng: 50 cm",Dễ chăm sóc,Ánh sáng tán xạ / Nắng trực tiếp / Chịu râm mát,Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0512,Bucida sp.variegata,Đa Tam Phúc,"• Kích thước chậu: 32x52cm (DxC)
• Chiều cao tổng 140 – 150 cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp",Tưới nước 4 – 5 lần/tuần,,,,,,,
CCNPLT0513,Dracaena draco L,Phát tài núi,Cao 100 – 120 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0514,Cordyline terminalis Kanth,Huyết phất dụ,Cao 80 – 100 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0515,Philodendron imperial Golden,Trầu Bà Đế Vương Vàng,Chiều cao: 45cm – Tán: 25cm,Dễ chăm sóc,Ánh sáng tán xạ; Chịu được khuất sáng,Vừa phải (2 lần/tuần),,,,,,,
CCNPLT0516,Philodendron birkin,Trầu Bà Kim Cương,Chiều cao: 45cm – Tán: 25cm,Dễ chăm sóc,Ánh sáng tán xạ; Chịu được khuất sáng,Vừa phải (2 lần/tuần),,,,,,,
CCNPLT0517,Aglaonema Red Siam,Cây Phú Quý,Chiều cao: 45cm – Tán: 25cm,Dễ chăm sóc,Ánh sáng tán xạ; Chịu được khuất sáng,Vừa phải (2 lần/tuần),,,,,,,
CCNPLT0518,Calathea concinna,Đuôi công xương cá,Chiều cao: 45cm – Tán: 25cm,Dễ chăm sóc,Ánh sáng tán xạ; Chịu được khuất sáng,"• Vừa phải (2 lần/tuần)
• Đất trồng thông thoáng",,,,,,,
CCNPLT0519,Chrysalidocarpus lutescens Wendl,Cau vàng Nhật Bản,"Kích thước chậu: 40×50 cm (DxC)
Chiều cao tổng ~180 cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0520,Aglaonema Pseudobracteatum,Bạch mã hoàng tử,Cao 80 – 120 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0521,Chrysalidocarpus lutescens Wendl,Cau vàng Nhật Bản,"Kích thước chậu 40×40 cm
Chiều cao tổng 160 ~ 180 cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0522,Monstera Delicious,Trầu bà Nam Mỹ Monstera,Cao 80 – 100 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0523,Dracaena reflexa,Trúc bách hợp,Cao 100 – 120 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0524,Epipremnum aureum,Trầu bà xanh,"• Kích thước chậu: 30x60cm (DxC)
• Chiều cao tổng: 150 – 160cm",Dễ chăm sóc,Nắng tán xạ / Chịu được râm mát,Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0525,Dracaena reflexa,Trúc bách hợp,"Kích thước chậu: 33x45cm
Chiều cao tổng: 100 – 130 cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0526,Epipremnum aureum,Trầu bà xanh,Cao 160 – 180 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0527,Monstera Delicious,Trầu bà Nam Mỹ Monstera,Cao 60 – 70 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0528,Ficus lyrata,Cây bàng Singapore,"Kích thước: 31×25 cm (DxH)
Chiều cao: 100 – 110 cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0529,Alocasia Macrorrhiza Variegata,Cây Ráy,,,,,,,,,,,
CCNPLT0530,Philodendron Paraiso Verde,Paraiso,"• Size nhỏ: Lá 10 cm  – 15 cm
• Size trung: Lá 20 cm – 25 cm
• Size lớn: Lá 30 cm – 35 cm",Trung bình,Ánh sáng tán xạ; Tránh ánh nắng trực tiếp,"• Vừa phải
• Đất trồng thông thoáng",,,,,,,
CCNPLT0531,Philodendron Melanochrysum,Melanochrysum,"• Size nhỏ: Lá 5 cm  – 10 cm
• Size trung: Lá 15 cm – 20 cm
• Size lớn: Lá 25 cm – 30 cm",Trung bình,"• Ánh sáng tán xạ
• Tránh ánh nắng trực tiếp","• Vừa phải
• Đất trồng thông thoáng",,,,,,,
CCNPLT0532,Philodendron Sodiroi,Trầu Bà Sodiroi,Cao 20 – 30 cm – Lá 10 – 15 cm,Dễ chăm sóc,"• Ánh nắng gián tiếp
• Ánh sáng tán xạ","• Vừa phải, 2 – 3 lần/tuần
• Đất trồng thông thoáng",,,,,,,
CCNPLT0533,Anthurium andreanum,Cây hồng môn,Chiều cao 40 – 60 cm,Dễ chăm sóc,Nắng tán xạ / Chịu râm mát,Thay nước 2 – 3 lần/tháng,,,,,,,
CCNPLT0534,Epipremnum Aureum ‘Njoy Pothos’,Cây trầu bà cẩm thạch / Trầu bà sữa,Cao 30 – 40 cm,Rất dễ chăm sóc,Nắng tán xạ,Thay nước 2 – 3 tháng/lần,,,,,,,
CCNPLT0535,Peperomia obtusifolia,Cây trường sinh,,Dễ chăm sóc,Nắng tán xạ / Chịu râm mát,Thay nước 2 – 3 lần/tháng,Cao 40 – 60 cm,,,,,,
CCNPLT0536,Pachira aquatica,Cây kim ngân,,Dễ chăm sóc,Nắng tán xạ / Chịu râm mát,Thay nước 2 – 3 lần/tháng,Cao 40 – 60 cm,,,,,,
CCNPLT0537,Dracaena sanderiana,Cây phát lộc,,Dễ chăm sóc,Nắng tán xạ / Chịu râm mát,Thay nước 2 – 3 lần/tháng,Cao 40 – 60 cm,,,,,,
CCNPLT0538,Aglaonema Red Valentine,Cây hồng lộc phát,,Dễ chăm sóc,Nắng tán xạ / Chịu râm mát,Thay nước 2 – 3 lần/tháng,Cao 40 – 60 cm,,,,,,
CCNPLT0539,Calathea makoyana,Đuôi công khổng tước,,Dễ chăm sóc,Nắng tán xạ / Chịu râm mát,Thay nước 2 – 3 lần/tháng,Cao 40 – 60 cm,,,,,,
CCNPLT0540,Chamaedorea elegans,Cây tiểu trâm,,Dễ chăm sóc,Nắng tán xạ / Chịu râm mát,Thay nước 2 – 3 lần/tháng,Cao 40 – 50 cm,,,,,,
CCNPLT0541,Rhaphidophora Tetrasperma,"• Monstera Thái Leo
• Monstera Mini Thái
• Rhaphidophora Tetrasperma sp Thailand",Cao 20 – 30 cm,Dễ chăm sóc,"• Ánh nắng gián tiếp
• Ánh sáng tán xạ","• Vừa phải, 2 – 3 lần/tuần
• Đất trồng thông thoáng",,,,,,,
CCNPLT0542,Euphorbia Pulcherrima,"• Trạng Nguyên
• Nhất Phẩm Hồng",Cao 30 – 40 cm,Dễ chăm sóc,"• Ánh nắng gián tiếp
• Ánh sáng tán xạ","• Vừa phải, 2 – 3 lần/tuần
• Đất trồng thông thoáng",,,,,,,
CCNPLT0543,Syngonium Milk Confetti,Tróc Bạc Đốm Hồng,Cao 15 – 25 cm,Dễ chăm sóc,"• Ánh nắng gián tiếp
• Ánh sáng tán xạ","• Vừa phải, 2 – 3 lần/tuần
• Đất trồng thông thoáng",,,,,,,
CCNPLT0544,Philodendron Pink Princess,"• Công chúa hồng
• Pink Princess","• Size nhỏ: Lá 5 cm  – 8 cm
• Size trung: Lá 9 cm – 12 cm
• Size lớn: Lá 13 cm – 17 cm",Trung bình,Ánh sáng tán xạ; Tránh ánh nắng trực tiếp,"• Vừa phải
• Đất trồng thông thoáng",,,,,,,
CCNPLT0545,Monstera Dubia,Trầu Bà Dubia,Cao 20 – 30 cm,Dễ chăm sóc,"• Ánh nắng gián tiếp
• Ánh sáng tán xạ","• Vừa phải, 2 – 3 lần/tuần
• Đất trồng thông thoáng",,,,,,,
CCNPLT0546,Ardisia crenata,Kim ngân lượng,"Kích thước chậu: 32×50 cm
Chiều cao tổng: 110 – 120 cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp",Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0547,Epipremnum Manjula,"• Manjula Pothos
• Trầu Bà Manjula",Cao 20 cm,Rất dễ chăm sóc,"• Ánh nắng gián tiếp
• Ánh sáng tán xạ","• Vừa phải, 2 – 3 lần/tuần
• Đất trồng thông thoáng",,,,,,,
CCNPLT0548,Bucida Buceras Variegated,Bàng Đài Loan cẩm thạch,"• Kích thước chậu: 30×30 cm (DxC)
• Chiều cao tổng: 80 – 100 cm",Dễ chăm sóc,Nắng trực tiếp / Nắng tán xạ,Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0549,Cedrus,Cây tuyết tùng,Cao 15-20cm gồm chậu,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0550,Cedrus,Cây tuyết tùng,Chiều cao 50 – 60cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp",Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0551,Ardisia crenata,Kim ngân lượng,Chiều cao tổng: 100 – 120 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp",Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0552,Staghorn Fern,Cây Ổ Rồng,Lá dài 20 – 30cm,Dễ chăm sóc,"Nắng tán xạ, ánh nắng gián tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0553,Philodendron Birkin,"• Trầu bà hoàng kim
• Trầu bà kim cương
• Trầu bà đế vương sọc",Cao 25 cm,Dễ chăm sóc,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0554,Ardisia crenata,Kim ngân lượng,Chiều cao tổng: 80 – 90 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp",Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0555,Thaumatophyllum bipinnatifidum,Cây trầu bà thanh xuân,Cao 20 – 25 cm,Dễ chăm sóc,Nắng tán xạ / Bóng râm,"Ít tưới nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0556,Caladium Red Baret,• Môn Baret,,Dễ sống,Ít sáng / Bóng râm / Tán xạ,"Vừa phải, 2 – 3  lần/tuần",• Chiều cao 25 – 35 cm,,,,,,
CCNPLT0557,Pachira aquatica,Cây kim ngân,Chiều cao 50cm,Dễ chăm sóc,Ánh sáng tán xạ; Nắng trực tiếp,Vừa phải (2 lần/tuần),,,,,,,
CCNPLT0558,Caladium Moon Light,• Môn Ánh Trăng,,Dễ sống,Ít sáng / Bóng râm / Tán xạ,"Vừa phải, 2 – 3  lần/tuần",• Chiều cao 25 – 35 cm,,,,,,
CCNPLT0559,Rhapis Palm,"• Cây trúc mây
• Cây mật cật",,Dễ chăm sóc,Nắng trực tiếp / Ánh sáng tán xạ,"Ít nước, 2 – 3 lần/tuần","Cỡ nhỏ: 60 – 80 cm
Cỡ trung: Cao 80 – 100 cm
Cỡ lớn: Cao 100 – 120 cm",,,,,,
CCNPLT0560,Ficus lyrata,Bàng Singapore / Sung tỳ bà,,Dễ chăm sóc,Nắng trực tiếp / Ánh sáng tán xạ,"Ít nước, 2 – 3 lần/tuần","Kích thước chậu: 35×28 cm (DxC)
Chiều cao 140 – 150 cm",,,,,,
