PLANTID,CODE,URL,TIÊU ĐỀ,TÊN KHOA HỌC,TÊN GỌI,GIÁ,MÔ TẢ,QUY CÁCH SẢN PHẨM,ĐỘ KHÓ,YÊU CẦU ÁNH SÁNG,NHU CẦU NƯỚC,KÍCH THƯỚC CÂY,LOẠI HẠT,CHẤT LIỆU CHẬU,MÀU SẮC,ĐỘ PH CỦA ĐẤT,LỌC KHÔNG KHÍ,TƯỚI NƯỚC
CCNPLT0038,LONI035,https://mowgarden.com/cay-kim-ngan-that-binh-tieu-canh-chau-dat-nung-loni035/,Cây kim ngân thắt bính tiểu cảnh chậu đất nung LONI035,Pachira aquatica,Cây kim ngân,420000,"Cây Kim Ngân là loại cây cảnh trong nhà được trồng phổ biến trên khắp thế giới, nó có sức ảnh hưởng tới mức mà hầu như ai cũng tin rằng khi trồng có thể mang lại nhiều may mắn trong cuộc sống, công việc hoặc làm ăn.","• Kích thước chậu: cm (DxC)
• Chiều cao tổng: cm",Dễ chăm sóc,Ánh sáng tán xạ / Nắng trực tiếp / Chịu râm mát,Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0039,HEDE002,https://mowgarden.com/cay-thuong-xuan-cam-thach-chau-nhua-hede002/,Cây thường xuân cẩm thạch chậu nhựa HEDE002,Hedera Helix,Cây thường xuân cẩm thạch,160000,"Thường xuân là loài cây dây leo, chúng có thể sống trong nhà rất tốt và sinh trưởng khỏe mạnh vào mùa mát mẻ. Những cành dài buông rủ của chúng là gợi ý tuyệt vời trên bục cửa sổ, trên kệ sách hoặc treo lên cao. Chúng có sức sống khá bền bỉ nên điều kiện chăm sóc cũng không quá phức tạp.",Chậu ươm 10×10,Trung bình,"Ít nắng, trồng nơi râm mát",Tưới nước 4 – 5 lần/tuần,,,,,,,
CCNPLT0040,PHBI005,https://mowgarden.com/cay-hong-hac-than-cam-billietiae-chau-banh-phbi005/,Cây hồng hạc thân cam “Billietiae’ chậu banh PHBI005,Philodendron billietiae,Cây hồng hạc chân cam,550000,"Cây Hạc Cam đặc trưng bởi những chiếc lá thuôn dài, hình dây đeo có xẻ trái tim sâu, phần cuống cũng được tô điểm bởi màu da cam rất bắt mắt. Khi trưởng thành cây hạc Philodendron billietiae có kích thước rất khủng nên được nhiều người săn đón sưu tầm.","• Kích thước chậu: 32×25 cm (DxC)
• Kích thước lá: 35 ~ 40 cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0041,LYRA047,https://mowgarden.com/cay-bang-singapore-2-than-chau-da-mai-lyra047/,Cây bàng Singapore 2 thân chậu đá mài LYRA047,Ficus lyrata,Bàng Singapore / Sung tỳ bà,680000,"Cây Bàng Singapore Lớn có thể dễ dàng nhận ra ở những góc quán cafe, bàn làm việc công. Với những chiếc lá căng bóng hình đàn vĩ cầm rất lớn, nhiều gân là hình chân chim nổi bật.",,Dễ chăm sóc,Nắng trực tiếp / Ánh sáng tán xạ,Tưới nước 2 – 3 lần/tuần,"• Kích thước chậu: 37×37 cm (DxC)
• Chiều cao tổng: 100 – 120 cm",,,,,,
CCNPLT0042,LYRA046,https://mowgarden.com/cay-bang-singapore-nhieu-than-chau-su-trang-lyra046/,Cây bàng Singapore nhiều thân chậu sứ trắng LYRA046,Ficus lyrata,Bàng Singapore / Sung tỳ bà,2250000,"Cây Bàng Singapore Lớn có thể dễ dàng nhận ra ở những góc quán cafe, bàn làm việc công. Với những chiếc lá căng bóng hình đàn vĩ cầm rất lớn, nhiều gân là hình chân chim nổi bật.",,Dễ chăm sóc,Nắng trực tiếp / Ánh sáng tán xạ,Tưới nước 2 – 3 lần/tuần,"• Kích thước chậu: 50×47 cm (DxC)
• Chiều cao tổng: 180 – 200 cm",,,,,,
CCNPLT0043,BDCT006,https://mowgarden.com/cay-da-bup-do-cam-thach-1-than-lon-chau-su-bdct006/,Cây đa búp đỏ cẩm thạch 1 thân lớn chậu sứ BDCT006,Ficus Elastica Tineke,Đa búp đỏ cẩm thạch,570000,"Từ lâu cây Đa luôn là biểu tượng của sự trường tồn, sức sống dẻo dai, nơi chứa đựng thần quyền và tâm linh của con người. Chính lẽ đó mà trong phong thủy, Đa Búp Đỏ cũng mang ý nghĩa của sự may mắn, an lành.","• Kích thước chậu: 25x25cm (DxC)
• Chiều cao tổng: 110 – 120cm",Rất dễ chăm sóc,Ánh sáng tán xạ,Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0044,SCHE018,https://mowgarden.com/cay-ngu-gia-bi-de-ban-chau-dat-nung-sche018/,Cây ngũ gia bì để bàn chậu đất nung SCHE018,Scheffera Octophylla,Ngũ gia bì,150000,"Ngũ gia bì là loại cây mang lại tài vận, thịnh vượng và may mắn, trồng trong nhà sẽ mang đến một không gian thư thái, trong lành cho gia đình.","• Kích thước chậu: 12x11cm (DxC)
• Chiều cao tổng: 20 – 24cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp",Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0045,DRCO004,https://mowgarden.com/cay-truc-mat-troi-compacta-chau-su-hoa-tiet-tho-drco004/,Cây trúc mặt trời ‘Compacta’ chậu sứ họa tiết thổ DRCO004,Dracaena fragrans ‘Compacta’,Trúc mặt trời / Phát tài Nhật,200000,"Cây phát tài Nhật tượng trưng cho sức sống bền bỉ, mạnh mẽ. Cây có thể thích nghi với mọi điều kiện thời tiết, tán lá vẫn xanh vẫn vươn thêm nhiều tầng mới. Vì thế mà cây mang lại nguồn sinh khí dồi dào, một tinh thần tích cực, cùng niềm vui và sự may mắn cho mọi người.","• Kích thước chậu: 11x11cm (DxC)
• Chiều cao tổng: 20 – 30 cm",Dễ chăm sóc,Nắng tán xạ / Nơi râm mát,Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0046,ABDS004,https://mowgarden.com/cay-mon-vay-rong-dragon-scale-chau-su-trang-abds004/,Cây môn vảy rồng ‘Dragon Scale’ chậu sứ trắng ABDS004,Alocasia Dragon Scale,Môn vảy rồng,320000,Bạn không cần dành quá nhiều thời gian cho Rồng Bạc nhưng vẫn ngắm nhìn được vẻ đẹp của nó mỗi ngày.,"• Kích thước chậu: 15x15cm (DxC)
• Chiều cao tổng: 30 – 32 cm",Dễ chăm sóc,Nắng tán xạ / Nơi râm mát,Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0047,PEOB005,https://mowgarden.com/cay-truong-sinh-de-ban-chau-dat-nung-marble-peob005/,Cây trường sinh để bàn chậu đất nung Marble PEOB005,Peperomia obtusifolia,Cây trường sinh,200000,"Cây trường sinh (Peperomia obtusifolia) là một loại cây cảnh trong nhà đẹp mắt, với bộ lá luôn xanh mát, sức sống mãnh liệt, dễ chăm sóc. Đây cũng là loại cây phong thủy với tác dụng mang đến sức khỏe, may mắn và tiền tài tới cho gia chủ. Người ta thường hay tặng cây trường sinh vào những dịp đặc biệt như là một lời chúc phúc tới người nhận.",,Dễ chăm sóc,Nắng tán xạ / Chịu râm mát,Tưới nước 2 – 3 lần/tuần,"• Kích thước chậu: 18×18 cm (DxC)
• Chiều cao tổng: 40 cm",,,,,,
CCNPLT0048,LONI034,https://mowgarden.com/cay-kim-ngan-that-binh-nho-de-ban-chau-su-loni034/,Cây kim ngân thắt bính nhỏ để bàn chậu sứ LONI034,Pachira aquatica,Cây kim ngân,140000,"Cây Kim Ngân là loại cây cảnh trong nhà được trồng phổ biến trên khắp thế giới, nó có sức ảnh hưởng tới mức mà hầu như ai cũng tin rằng khi trồng có thể mang lại nhiều may mắn trong cuộc sống, công việc hoặc làm ăn.","• Kích thước chậu: 13,5x10cm (DxC)
• Chiều cao tổng: 35 – 40cm",Dễ chăm sóc,Ánh sáng tán xạ / Nắng trực tiếp / Chịu râm mát,Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0049,RADE028,https://mowgarden.com/cay-hanh-phuc-de-san-chau-su-rade028/,Cây hạnh phúc để sàn chậu sứ RADE028,Radermachera Sinica,Cây hạnh phúc,560000,"Cây hạnh phúc là dòng cây cảnh đẹp, sức sống khỏe mạnh, dễ chăm sóc. Trên cây có những tán lá xanh tươi, mượt mà thể hiện cho sự hi vọng và niềm tin mạnh mẽ. Với ý nghĩa mang lại may mắn và hạnh phúc nên cây thường được chọn để làm cây trưng trong nhà hoặc làm quà tặng.","• Kích thước chậu: 25x21cm (DxC)
• Chiều cao tổng: 80 – 90cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp",Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0050,KIGI002,https://mowgarden.com/cay-kim-giao-de-ban-chau-su-trang-kigi002/,Cây kim giao để bàn chậu sứ trắng KIGI002,Nageia fleuryi,Cây kim giao,240000,"Kim giao là một cây thân gỗ có giá trị kinh tế lớn. Nhờ có sức sống mạnh mẽ, kiểu dáng đẹp, lá xum xuê và xanh mướt nên chúng cũng được nhân giống để làm cây cảnh để bàn, giúp tạo không gian xanh mát và thư giãn. Đồng thời đây cũng là một loại cây mang ý nghĩa phong thủy rất tốt. Rất thích hợp làm quà tặng.","• Kích thước chậu: 15x12cm (DxC)
• Chiều cao tổng 25 – 30 cm",Dễ chăm sóc,Nắng tán xạ / Chịu được nắng trực tiếp,Tưới nước 2 – 3 lần/ngày,,,,,,,
CCNPLT0051,DRDO003-1,https://mowgarden.com/cay-phat-tai-xanh-la-lon-green-jewel-chau-uom-drgj001/,Cây phát tài xanh lá lớn ‘Green Jewel’ chậu ươm DRGJ001,Dracaena ‘Green Jewel’,Cây phát tài xanh,560000,"Phát tài xanh là loại cây trồng trong nhà dễ chăm sóc, với sức sống bền bỉ và khả năng chịu râm mát cực kì tốt. Loại cây này có bộ lá màu xanh đậm, dáng cuộn tròn tỏa ra xung quanh, giúp mang lại màu xanh cho không gian sống. Đồng thời đây là loại cây có khả năng thanh lọc không khí rất hiệu quả.",,Dễ chăm sóc,Nắng tán xạ / Chịu râm mát,Tưới nước 2 – 3 lần/tuần,Chiều cao tổng 40 – 60 cm,,,,,,
CCNPLT0052,LONI033,https://mowgarden.com/cay-kim-ngan-tay-phat-de-ban-chau-su-loni033/,Cây kim ngân ‘Tay Phật’ để bàn chậu sứ LONI033,Pachira aquatica,Cây kim ngân,250000,"Cây Kim Ngân là loại cây cảnh trong nhà được trồng phổ biến trên khắp thế giới, nó có sức ảnh hưởng tới mức mà hầu như ai cũng tin rằng khi trồng có thể mang lại nhiều may mắn trong cuộc sống, công việc hoặc làm ăn.","• Kích thước chậu: 15x14cm (DxC)
• Chiều cao tổng: 35 – 40cm",Dễ chăm sóc,Ánh sáng tán xạ / Nắng trực tiếp / Chịu râm mát,Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0053,RADE027,https://mowgarden.com/cay-hanh-phuc-de-ban-chau-su-tru-xanh-rade027/,Cây hạnh phúc để bàn chậu sứ trụ xanh RADE027,Radermachera Sinica,Cây hạnh phúc,250000,"Cây hạnh phúc là dòng cây cảnh đẹp, sức sống khỏe mạnh, dễ chăm sóc. Trên cây có những tán lá xanh tươi, mượt mà thể hiện cho sự hi vọng và niềm tin mạnh mẽ. Với ý nghĩa mang lại may mắn và hạnh phúc nên cây thường được chọn để làm cây trưng trong nhà hoặc làm quà tặng.","• Kích thước chậu: 15×18,5cm (DxC)
• Chiều cao tổng: 40 – 45cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp",Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0054,LONI032,https://mowgarden.com/cay-kim-ngan-mot-than-de-ban-chau-su-loni032/,Cây kim ngân một thân để bàn chậu sứ LONI032,Pachira aquatica,Cây kim ngân,270000,"Cây Kim Ngân là loại cây cảnh trong nhà được trồng phổ biến trên khắp thế giới, nó có sức ảnh hưởng tới mức mà hầu như ai cũng tin rằng khi trồng có thể mang lại nhiều may mắn trong cuộc sống, công việc hoặc làm ăn.","• Kích thước chậu: 14,5x12cm (DxC)
• Chiều cao tổng: 35 – 40cm",Dễ chăm sóc,Ánh sáng tán xạ / Nắng trực tiếp / Chịu râm mát,Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0055,STGF005,https://mowgarden.com/cay-luoi-ho-hoang-kim-gold-flame-chau-su-stgf005/,Cây lưỡi hổ Hoàng Kim ‘Gold Flame’ chậu sứ STGF005,Sansevieria trifasciata Gold Flame,Cây lưỡi hổ hoàng kim,120000,"Lưỡi hổ Gold Flame là dòng “cây cảnh quốc dân” được nhiều người lựa chọn để trồng trang trí trong nhà. Nó không những dễ sống đến mức “gần như bất tử” mà còn giúp mang lại vẻ đẹp tự nhiên, trên lá có những sọc vằn ấn tượng, lá cứng cáp và hình tượng rõ ràng, phù hợp để trồng trong mọi không gian nội thất. Bện cạnh đó, cây lưỡi hổ còn được xem là dòng cây phong thủy mang lại nhiều ý nghĩa cho gia chủ.","• Kích thước chậu: 11×10 cm (DxC)
• Chiều cao: 40 cm
• Số lượng thân: 1 thân",Dễ chăm sóc,Ánh sáng tán xạ; Bóng râm; Chịu được bóng râm,Tưới nước 1 lần/tuần,,,,,,,
CCNPLT0056,PHIG004,https://mowgarden.com/cay-trau-ba-de-vuong-xanh-imperial-green-chau-su-phig004/,Cây trầu bà đế vương xanh ‘Imperial Green’ chậu sứ PHIG004,Philodendron Imperial Green,Trầu bà đế vương xanh,220000,"Trầu Bà Đế Vương Xanh (Philodendron Imperial Green) là một giống cây rất ưu chuộng để trồng với ý nghĩa phong thủy mà nó mang lại. Nên đặt cây tại các vị trí như trong phòng khách, phòng làm việc, văn phòng hoặc sảnh ra vào cơ quan.",,Rất dễ chăm sóc,Nắng tán xạ,Tưới nước 3 – 3 lần/tháng,"• Kích thước chậu: 18x14cm (DxC)
• Chiều cao tổng: 25 – 35 cm",,,,,,
CCNPLT0057,PHBR006-1,https://mowgarden.com/cay-trau-ba-de-vuong-kim-cuong-birkin-chau-su-phbr007-2/,Cây trầu bà đế vương kim cương ‘Birkin’ chậu sứ PHBR007,Philodendron Birkin,Trầu bà đế vương kim cương,250000,"Đế vương kim cương sở hữu bộ lá xanh khoẻ khoắn, xen kẽ vân sọc trắng hài hoà và đầy cuốn hút. Chắc chắn nó sẽ là điểm nhấm tuyệt vời cho không gian nội thất, bớt đi sự nhàm chán và giúp cải thiện chất lượng không khí hiệu quả.","• Kích thước chậu: 18x18cm (DxC)
• Chiều cao tổng: 35 cm",Dễ chăm sóc,Nắng tán xạ / Râm mát,Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0058,DRDO003,https://mowgarden.com/cay-phat-tai-vien-vang-dorado-thuy-sinh-drdo003/,Cây phát tài viền vàng ‘Dorado’ thủy sinh DRDO003,Dracaena dorado,Cây phát tài viền vàng,220000,"Phát tài viền vàng là loại cây trồng trong nhà dễ chăm sóc, với sức sống bền bỉ và khả năng chịu râm mát cực kì tốt. Loại cây này có bộ lá màu xanh đậm, viền lá màu vàng và dáng cuộn tròn tỏa ra xung quanh, giúp mang lại màu xanh cho không gian sống. Đồng thời đây là loại cây có khả năng thanh lọc không khí rất hiệu quả.",,Dễ chăm sóc,Nắng tán xạ / Chịu râm mát,Thay nước 2 – 3 lần/tháng,Chiều cao tổng 40 – 60 cm,,,,,,
CCNPLT0059,LONI031,https://mowgarden.com/cay-kim-ngan-phat-tai-phat-loc-de-ban-chau-su-loni031/,Cây kim ngân ‘phát tài phát lộc’ để bàn chậu sứ LONI031,Pachira aquatica,Cây kim ngân,340000,"Cây Kim Ngân là loại cây cảnh trong nhà được trồng phổ biến trên khắp thế giới, nó có sức ảnh hưởng tới mức mà hầu như ai cũng tin rằng khi trồng có thể mang lại nhiều may mắn trong cuộc sống, công việc hoặc làm ăn.","• Kích thước chậu: 18x18cm (DxC)
• Chiều cao tổng: 30cm",Dễ chăm sóc,Ánh sáng tán xạ; Nắng trực tiếp,Tưới nước 2 lần/tuần,,,,,,,
CCNPLT0060,LICU010,https://mowgarden.com/cay-co-nhat-de-ban-chau-dat-nung-licu010-sao-chep/,Cây cọ Nhật nhỏ chậu sứ trắng LICU010,Licuala grandis,Cọ Nhật,180000,"Cây cọ nhật là loại cây trong nhà có kiểu lá xòe rộng như những cánh quạt, giúp trang trí không gian thêm xanh mát. Nó còn là loại cây phong thủy tượng trưng cho sự giàu sang và tiền tài nên rất đáng trồng trên bàn làm việc.","• Kích thước chậu: 20x20cm (DxC)
• Chiều cao chậu + cây: 60 cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp",Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0061,LUCK002,https://mowgarden.com/cay-may-man-hinh-trai-tim-chau-su-luck002/,Cây may mắn hình trái tim chậu sứ LUCK002,,Cỏ may mắn,240000,"Cây cỏ may mắn là một loại cây đặc biệt, được ươm từ những hạt thanh long và tạo hình bởi bàn tay khéo léo của người nghệ nhân. Trên những quả cầu màu xanh xanh là hàng vạn cây non được ươm trổ trông rất bắt mắt và độc đáo. Chúng được xem là biểu tượng cho tình yêu, hy vọng và sự may mắn nên thường được lựa chọn để làm quà tặng vào dịp đặc biệt.","• Kích thước chậu: 11x11cm (DxC)
• Chiều cao tổng: 40cm",Dễ chăm sóc,Ánh sáng tán xạ,Tưới nước 2 – 3 lần/tuần,,Hạt thanh long,,,,,
CCNPLT0062,LUCK001,https://mowgarden.com/cay-may-man-dang-tree-chau-su-chu-nhat-luck001/,Cây may mắn dáng tree chậu sứ chữ nhật LUCK001,,Cỏ may mắn,280000,"Cây cỏ may mắn là một loại cây đặc biệt, được ươm từ những hạt thanh long và tạo hình bởi bàn tay khéo léo của người nghệ nhân. Trên những quả cầu màu xanh xanh là hàng vạn cây non được ươm trổ trông rất bắt mắt và độc đáo. Chúng được xem là biểu tượng cho tình yêu, hy vọng và sự may mắn nên thường được lựa chọn để làm quà tặng vào dịp đặc biệt.","• Kích thước chậu: 11x11cm (DxC)
• Chiều cao tổng: 40cm",Dễ chăm sóc,Ánh sáng tán xạ,Tưới nước 2 – 3 lần/tuần,,Hạt thanh long,,,,,
CCNPLT0063,CHAM005-2,https://mowgarden.com/cay-cau-tieu-tram-mini-meo-di-hoc-chau-dat-nung-cham006/,Cây cau tiểu trâm mini mèo đi học chậu đất nung CHAM006,Chamaedorea elegans,Cau tiểu trâm,250000,"Công việc đòi hỏi bạn phải tiếp xúc hằng ngày với các thiết bị hiện đại có nhiều bức xạ điện tử như máy tính, máy in, điện thoại khiến cho tình trạng sức khỏe bị ảnh hưởng, dẫn đến giảm chất lượng công việc. Hãy thử trồng một cây Cau Tiểu Trâm để bàn với tác dụng tuyệt vời đã được minh chứng.","• Kích thước chậu:  (DxC)
• Chiều cao tổng:",Dễ chăm sóc,Ánh sáng tán xạ,Tưới nước 2 – 3 lần/tuần),,,,,,,
